question,favoured_url
Brauche ich in Rheinland-Pfalz einen Test für das Wahllokal?,https://corona.rlp.de/de/aktuelles/corona-regeln-im-ueberblick/
Was ist mit der Gastronomie in Rheinland-Pfalz?,https://corona.rlp.de/de/aktuelles/corona-regeln-im-ueberblick/
Was ist mit den Schulen in Rheinland-Pfalz?,https://corona.rlp.de/de/themen/schulen-kitas/dokumente-kita/
Kann ich mein Kind in Rheinland-Pfalz in die Kita bringen?,https://corona.rlp.de/de/themen/schulen-kitas/dokumente-kita/
Gibt es Präsenzunterricht an den Hochschulen in Rheinland-Pfalz?,https://corona.rlp.de/de/themen/schulen-kitas/dokumente-kita/
Kann meine Tochter im Saarland normal in den Kindergarten?,https://www.saarland.de/DE/portale/corona/faq/bildung-kultur/schulen-kitas/schulen-kitas_node.html
Gilt eine Maskenpflicht an den Unis im Saarland?,https://www.saarland.de/DE/portale/corona/faq/bildung-kultur/schulen-kitas/schulen-kitas_node.html
Herrscht Präsenzunterricht an den Schulen im Saarland?,https://www.saarland.de/DE/portale/corona/faq/bildung-kultur/schulen-kitas/schulen-kitas_node.html
Ist mein Kind in der Kita im Saarland gut aufgeoben?,https://www.saarland.de/DE/portale/corona/faq/bildung-kultur/schulen-kitas/schulen-kitas_node.html
"Muss ich meinem Sohn eine Maske anziehen, wenn ich ihn im Saarland in die Schule bringe?",https://www.saarland.de/DE/portale/corona/faq/bildung-kultur/schulen-kitas/schulen-kitas_node.html
Was gilt aktuell an den Schulen im Saarland?,https://www.saarland.de/DE/portale/corona/faq/bildung-kultur/schulen-kitas/schulen-kitas_node.html
Was gilt aktuell in den Kitas im Saarland?,https://www.saarland.de/DE/portale/corona/faq/bildung-kultur/schulen-kitas/schulen-kitas_node.html
Welche Teststrategien gibt es an den Schulen im Saarland?,https://www.saarland.de/DE/portale/corona/faq/bildung-kultur/schulen-kitas/schulen-kitas_node.html
Muss mein Kind sich in den Schulen im Saarland testen lassen?,https://www.saarland.de/DE/portale/corona/faq/bildung-kultur/schulen-kitas/schulen-kitas_node.html
"Braucht meine Tochter ein Test, wenn sie im Saarland in die Kita geht?",https://www.saarland.de/DE/portale/corona/faq/bildung-kultur/schulen-kitas/schulen-kitas_node.html
"Braucht mein Sohn einen Test, wenn er im Saarland in die Schule geht?",https://www.saarland.de/DE/portale/corona/faq/bildung-kultur/schulen-kitas/schulen-kitas_node.html
"Was ist, wenn mein Sohn dieses Jahr im Saarland versetzungsgefährdet ist?",https://www.saarland.de/DE/portale/corona/faq/bildung-kultur/schulen-kitas/schulen-kitas_node.html
Welche schulische Veranstaltungen sind an Schulen im Saarland erlaubt?,https://www.saarland.de/DE/portale/corona/faq/bildung-kultur/schulen-kitas/schulen-kitas_node.html
Wie ist der unterricht an Schulen im Saarland organisiert?,https://www.saarland.de/DE/portale/corona/faq/bildung-kultur/schulen-kitas/schulen-kitas_node.html
Welche Lehrangebote bieten die Schulen im Saarland an?,https://www.saarland.de/DE/portale/corona/faq/bildung-kultur/schulen-kitas/schulen-kitas_node.html
Gibt es in den Schulen im Saarland eine Maskenpflicht?,https://www.saarland.de/DE/portale/corona/bildung-kultur/bildung/aktuelles-bildung/aktuelles-bildung_node.html
Muss mein krankes Kind im Saarland in Quarantäne?,https://www.saarland.de/DE/portale/corona/bildung-kultur/bildung/aktuelles-bildung/aktuelles-bildung_node.html
Was gilt momentan für den Sport im Saarland?,https://www.saarland.de/DE/portale/corona/faq/haeufigste-fragen/sportbetrieb/sportbetrieb_node.html
Müssen sich Minderjährige für den sport im Saarland ebenfalls testen lassen?,https://www.saarland.de/DE/portale/corona/faq/haeufigste-fragen/sportbetrieb/sportbetrieb_node.html
Wie viele Menschen dürfen im Saarland zusammen trainieren?,https://www.saarland.de/DE/portale/corona/faq/haeufigste-fragen/sportbetrieb/sportbetrieb_node.html
Sie die Fitnessstudios im Saarland geöffnet?,https://www.saarland.de/DE/portale/corona/faq/haeufigste-fragen/sportbetrieb/sportbetrieb_node.html
Gibt es im Saarland einen Unterschied zwischen Sport drinnen und draußen?,https://www.saarland.de/DE/portale/corona/faq/haeufigste-fragen/sportbetrieb/sportbetrieb_node.html
Darf ich mich im Saarland nach dem Sport duschen?,https://www.saarland.de/DE/portale/corona/faq/haeufigste-fragen/sportbetrieb/sportbetrieb_node.html
Gilt eine Maskenpflicht für kulturelle Einrichtungen in Sachsen?,https://www.coronavirus.sachsen.de/kultur-und-tourismus-4140.html
Welche Teststrategien gibt es an den Schulen in Sachsen-Anhalt?,https://mb.sachsen-anhalt.de/themen/schule-und-unterricht/schulbetrieb-in-der-corona-pandemie/
Gilt eine Maskenpflicht an den Schulen von Sachsen-Anhalt?,https://mb.sachsen-anhalt.de/themen/schule-und-unterricht/schulbetrieb-in-der-corona-pandemie/
Herrscht Präsenzunterricht an den Schulen von Sachsen-Anhalt?,https://mb.sachsen-anhalt.de/themen/schule-und-unterricht/schulbetrieb-in-der-corona-pandemie/
Muss mein Kind an den Schulen von Sachsen-Anhalt eine Maske tragen?,https://mb.sachsen-anhalt.de/themen/schule-und-unterricht/schulbetrieb-in-der-corona-pandemie/
"Muss ich meinem Sohn eine Maske anziehen, wenn ich ihn in Sachsen-Anhalt in die Schule bringe?",https://mb.sachsen-anhalt.de/themen/schule-und-unterricht/schulbetrieb-in-der-corona-pandemie/
Was gilt aktuell an den Schulen in Sachsen-Anhalt ?,https://mb.sachsen-anhalt.de/themen/schule-und-unterricht/schulbetrieb-in-der-corona-pandemie/
Was gilt aktuell in den Kitas in Sachsen-Anhalt?,https://mb.sachsen-anhalt.de/themen/schule-und-unterricht/schulbetrieb-in-der-corona-pandemie/
Gibt es eine Präsenzpflicht an den Schulen von Sachsen-Anhalt?,https://mb.sachsen-anhalt.de/themen/schule-und-unterricht/schulbetrieb-in-der-corona-pandemie/
Was gilt aktuell in Schleswig-Holstein?,https://www.schleswig-holstein.de/DE/Schwerpunkte/Coronavirus/Allgemeines/allgemeines_node.html
Wie sieht es mit den Impfungen in Schleswig-Holstein aus?,https://www.schleswig-holstein.de/DE/Schwerpunkte/Coronavirus/Allgemeines/allgemeines_node.html
Was ist mit Urlaub in Schleswig-Holstein?,https://www.schleswig-holstein.de/DE/Schwerpunkte/Coronavirus/Allgemeines/allgemeines_node.html
Was ist der aktuelle Stand an den Kitas und Schulen von Schleswig-Holstein?,https://www.schleswig-holstein.de/DE/Schwerpunkte/Coronavirus/FAQ/Dossier/Kita.html
Was gilt für kranke Kinder in Schleswig-Holstein?,https://www.schleswig-holstein.de/DE/Schwerpunkte/Coronavirus/FAQ/Dossier/Kita.html
Was gilt allgemein für Sport in Schleswig-Holstein?,https://www.schleswig-holstein.de/DE/Schwerpunkte/Coronavirus/FAQ/Dossier/Sport.html
Gibt es Ausnahmen für Berufsportler in Schleswig-Holstein?,https://www.schleswig-holstein.de/DE/Schwerpunkte/Coronavirus/FAQ/Dossier/Sport.html
Welche Verordnungen gelten aktuell in Thüringen?,https://corona.thueringen.de/
Was ist die Corona-Warn-Ampel?,https://www.mv-corona.de/news/so-funktioniert-die-neue-corona-ampel
Was gilt aktuell in Thüringen?,https://www.mdr.de/nachrichten/thueringen/th-thema-corona-virus-ueberblick-100.html
Was muss ich momentan in Thüringen beachten?,https://www.mdr.de/nachrichten/thueringen/th-thema-corona-virus-ueberblick-100.html
Welche Corona-Regeln gelten in Thüringen?,https://www.mdr.de/nachrichten/thueringen/th-thema-corona-virus-ueberblick-100.html
Wo erfahre ich mehr über die Corona-Impfung in Thüringen?,https://www.mdr.de/nachrichten/thueringen/th-thema-corona-virus-ueberblick-100.html
Gibt es eine 3G-Regel in Thüringen?,https://www.mdr.de/nachrichten/thueringen/th-thema-corona-virus-ueberblick-100.html
Gibt es neue Corona Verordnungen in Thüringen?,https://www.mdr.de/nachrichten/thueringen/corona-verordnung-august-neu-100.html
Was gilt denn nun in Thüringen?,https://www.mdr.de/nachrichten/thueringen/corona-verordnung-august-neu-100.html
Haben die neuen Regeln in Thüringen Auswirkungen auf Hotels?,https://www.mdr.de/nachrichten/thueringen/corona-verordnung-august-neu-100.html
Wer ist in Hessen Impfberechtigt?,https://corona-impfung.hessen.de/fragen-und-antworten-zum-impfen-in-hessen
Welche Informationen gibt es über die Impfung in Hessen?,https://corona-impfung.hessen.de/fragen-und-antworten-zum-impfen-in-hessen
